id,title,estimate_player,url,price,discount,popularity
305620,"The Long Dark",1875963,https://steampricehistory.com/app/305620,29.99,0.0,"68,217"
274190,Broforce,1863667,https://steampricehistory.com/app/274190,14.99,0.0,"33,009"
274940,Depth,1853782,https://steampricehistory.com/app/274940,19.99,0.0,"21,337"
209000,"Batman: Arkham Origins",1851868,https://steampricehistory.com/app/209000,19.99,0.0,"19,207"
235540,"Warhammer: End Times - Vermintide",1843514,https://steampricehistory.com/app/235540,29.99,0.0,"11,594"
248820,"Risk of Rain",1825993,https://steampricehistory.com/app/248820,9.99,0.0,"18,618"
201810,"Wolfenstein: The New Order",1819928,https://steampricehistory.com/app/201810,19.99,0.0,"27,942"
238090,"Sniper Elite 3",1810081,https://steampricehistory.com/app/238090,29.99,0.0,"14,728"
108710,"Alan Wake",1804210,https://steampricehistory.com/app/108710,14.99,0.0,"23,519"
234140,"Mad Max",1775140,https://steampricehistory.com/app/234140,19.99,0.0,"33,793"
287700,"METAL GEAR SOLID V: THE PHANTOM PAIN",1750593,https://steampricehistory.com/app/287700,19.99,0.0,"39,759"
204100,"Max Payne 3",1740909,https://steampricehistory.com/app/204100,19.99,0.0,"28,248"
268910,Cuphead,1735419,https://steampricehistory.com/app/268910,19.99,0.0,"60,716"
200170,"Worms Revolution",1730275,https://steampricehistory.com/app/200170,14.99,0.0,"3,884"
245620,"Tropico 5",1718552,https://steampricehistory.com/app/245620,19.99,0.0,"8,659"
427520,Factorio,1706659,https://steampricehistory.com/app/427520,30.0,0.0,"87,988"
239820,"Game Dev Tycoon",1696896,https://steampricehistory.com/app/239820,9.99,0.0,"30,942"
285900,"Gang Beasts",1689567,https://steampricehistory.com/app/285900,19.99,0.0,"22,411"
435150,"Divinity: Original Sin 2",1688895,https://steampricehistory.com/app/435150,44.99,0.0,"99,138"
493340,"Planet Coaster",1682734,https://steampricehistory.com/app/493340,44.99,0.0,"36,416"
233130,"Shadow Warrior",1648323,https://steampricehistory.com/app/233130,39.99,0.0,"12,599"
3590,"Plants vs. Zombies GOTY Edition",1647028,https://steampricehistory.com/app/3590,4.99,0.0,"43,961"
320300,"Car Mechanic Simulator 2015",1631855,https://steampricehistory.com/app/320300,19.99,0.0,"10,021"
245170,Skullgirls,1621794,https://steampricehistory.com/app/245170,9.99,0.0,"13,790"
238430,Contagion,1616994,https://steampricehistory.com/app/238430,9.99,0.0,"8,606"
242050,"AssassinÛªs Creed IV Black Flag",1616095,https://steampricehistory.com/app/242050,19.99,0.0,"38,751"
35700,"Trine Enchanted Edition",1604101,https://steampricehistory.com/app/35700,14.99,0.0,"9,669"
393380,Squad,1602466,https://steampricehistory.com/app/393380,49.99,0.0,"54,655"
110800,"L.A. Noire",1596369,https://steampricehistory.com/app/110800,19.99,0.0,"18,305"
12900,AudioSurf,1561882,https://steampricehistory.com/app/12900,9.99,0.0,"8,043"
208140,"Endless Space - Collection",1549005,https://steampricehistory.com/app/208140,9.99,0.0,"6,185"
326460,"ShellShock Live",1529238,https://steampricehistory.com/app/326460,6.99,0.0,"20,897"
208580,"STAR WARS Knights of the Old Republic II - The Sith Lords",1529038,https://steampricehistory.com/app/208580,9.99,0.0,"14,211"
289130,"Endless Legend",1516227,https://steampricehistory.com/app/289130,29.99,0.0,"12,319"
250400,"How to Survive",1514177,https://steampricehistory.com/app/250400,14.99,0.0,"13,404"
269210,"Hero Siege",1502327,https://steampricehistory.com/app/269210,6.99,0.0,"18,707"
373420,"Divinity: Original Sin - Enhanced Edition",1501547,https://steampricehistory.com/app/373420,39.99,0.0,"14,914"
287390,"Metro: Last Light Redux",1492907,https://steampricehistory.com/app/287390,19.99,0.0,"37,026"
244930,SNOW,1487372,https://steampricehistory.com/app/244930,14.99,0.0,"2,190"
241600,"Rogue Legacy",1479581,https://steampricehistory.com/app/241600,14.99,0.0,"14,065"
219990,"Grim Dawn",1464229,https://steampricehistory.com/app/219990,24.99,0.0,"50,608"
307780,"Mortal Kombat X",1455905,https://steampricehistory.com/app/307780,19.99,0.0,"23,943"
335300,"DARK SOULS II: Scholar of the First Sin",1453157,https://steampricehistory.com/app/335300,39.99,0.0,"38,672"
282440,"Quake Live",1444119,https://steampricehistory.com/app/282440,9.99,0.0,"2,494"
209160,"Call of Duty: Ghosts",1424741,https://steampricehistory.com/app/209160,59.99,0.0,"8,533"
582660,"Black Desert Online",1413060,https://steampricehistory.com/app/582660,9.99,0.0,"29,794"
208650,"Batman: Arkham Knight",1396715,https://steampricehistory.com/app/208650,19.99,0.0,"37,415"
275850,"No Man's Sky",1396577,https://steampricehistory.com/app/275850,59.99,0.0,"147,634"
266840,"Age of Mythology: Extended Edition",1369504,https://steampricehistory.com/app/266840,29.99,0.0,"17,974"
238010,"Deus Ex: Human Revolution - Director's Cut",1358070,https://steampricehistory.com/app/238010,19.99,0.0,"17,277"
394360,"Hearts of Iron IV",1352834,https://steampricehistory.com/app/394360,39.99,0.0,"87,268"
325610,"Total War: ATTILA",1331963,https://steampricehistory.com/app/325610,44.99,0.0,"17,149"
237930,Transistor,1329184,https://steampricehistory.com/app/237930,19.99,0.0,"24,085"
322170,"Geometry Dash",1317156,https://steampricehistory.com/app/322170,3.99,0.0,"101,632"
221040,"Resident Evil 6 / Biohazard 6",1317100,https://steampricehistory.com/app/221040,29.99,0.0,"20,298"
239160,Thief,1313521,https://steampricehistory.com/app/239160,19.99,0.0,"13,123"
45760,"Ultra Street Fighter IV",1306698,https://steampricehistory.com/app/45760,29.99,0.0,"6,505"
427730,"Who's Your Daddy",1305248,https://steampricehistory.com/app/427730,4.99,0.0,"14,077"
298630,"The Escapists",1296849,https://steampricehistory.com/app/298630,17.99,0.0,"12,909"
218680,"Scribblenauts Unlimited",1296525,https://steampricehistory.com/app/218680,19.99,0.0,"5,695"
409710,"BioShock Remastered",1289273,https://steampricehistory.com/app/409710,4.99,-75%,"21,980"
22600,"Worms Reloaded",1289109,https://steampricehistory.com/app/22600,19.99,0.0,"2,432"
20570,"Warhammer 40,000: Dawn of War II Chaos Rising",1285276,https://steampricehistory.com/app/20570,19.99,0.0,"1,238"
242700,"Injustice: Gods Among Us Ultimate Edition",1279176,https://steampricehistory.com/app/242700,19.99,0.0,"8,068"
224760,FEZ,1276275,https://steampricehistory.com/app/224760,9.99,0.0,"8,736"
291650,"Pillars of Eternity",1275530,https://steampricehistory.com/app/291650,7.49,-75%,"11,387"
236430,"DARK SOULS II",1266678,https://steampricehistory.com/app/236430,39.99,0.0,"24,604"
552500,"Warhammer: Vermintide 2",1252257,https://steampricehistory.com/app/552500,29.99,0.0,"47,233"
225260,"Brutal Legend",1235714,https://steampricehistory.com/app/225260,14.99,0.0,"7,977"
212480,"Sonic & All-Stars Racing Transformed Collection",1232451,https://steampricehistory.com/app/212480,19.99,0.0,"8,199"
48720,"Mount & Blade: With Fire & Sword",1231509,https://steampricehistory.com/app/48720,9.99,0.0,"8,314"
10680,"Aliens vs. Predator",1231126,https://steampricehistory.com/app/10680,14.99,0.0,"9,680"
433340,"Slime Rancher",1216760,https://steampricehistory.com/app/433340,19.99,0.0,"51,557"
3830,Psychonauts,1207186,https://steampricehistory.com/app/3830,9.99,0.0,"5,870"
391720,"Layers of Fear",1203631,https://steampricehistory.com/app/391720,19.99,0.0,"9,683"
657200,"Hand Simulator",1199631,https://steampricehistory.com/app/657200,1.99,0.0,"21,982"
312530,"Duck Game",1183631,https://steampricehistory.com/app/312530,12.99,0.0,"18,201"
55100,Homefront,1182312,https://steampricehistory.com/app/55100,19.99,0.0,"2,653"
524220,NieR:Automata,1175123,https://steampricehistory.com/app/524220,39.99,0.0,"56,275"
337000,"Deus Ex: Mankind Divided",1155405,https://steampricehistory.com/app/337000,29.99,0.0,"22,772"
313120,"Stranded Deep",1154025,https://steampricehistory.com/app/313120,14.99,0.0,"27,234"
242860,Verdun,1149077,https://steampricehistory.com/app/242860,19.99,0.0,"25,746"
67370,"The Darkness II",1145131,https://steampricehistory.com/app/67370,5.99,-80%,"5,163"
311690,"Enter the Gungeon",1144928,https://steampricehistory.com/app/311690,14.99,0.0,"49,912"
440900,"Conan Exiles",1140205,https://steampricehistory.com/app/440900,39.99,0.0,"43,959"
236370,"Interstellar Marines",1140120,https://steampricehistory.com/app/236370,9.99,0.0,"4,046"
39140,"FINAL FANTASY VII",1136100,https://steampricehistory.com/app/39140,11.99,0.0,"15,928"
403640,"Dishonored 2",1127089,https://steampricehistory.com/app/403640,39.99,0.0,"22,835"
209650,"Call of Duty: Advanced Warfare - Gold Edition",1123642,https://steampricehistory.com/app/209650,59.99,0.0,"8,592"
299740,Miscreated,1123426,https://steampricehistory.com/app/299740,29.99,0.0,"22,821"
247080,"Crypt of the NecroDancer",1122748,https://steampricehistory.com/app/247080,2.99,-80%,"17,406"
646570,"Slay the Spire",1122489,https://steampricehistory.com/app/646570,24.99,0.0,"73,893"
42120,"Lead and Gold: Gangs of the Wild West",1107457,https://steampricehistory.com/app/42120,9.99,0.0,819
102600,"Orcs Must Die!",1105153,https://steampricehistory.com/app/102600,9.99,0.0,"4,792"
236450,"PAC-MAN Championship Edition DX+",1102937,https://steampricehistory.com/app/236450,9.99,0.0,"3,667"
55150,"Warhammer 40,000: Space Marine",1099682,https://steampricehistory.com/app/55150,29.99,0.0,"7,025"
21100,"F.E.A.R. 3",1096875,https://steampricehistory.com/app/21100,19.99,0.0,"4,354"
204880,"Sins of a Solar Empire: Rebellion",1092043,https://steampricehistory.com/app/204880,39.99,0.0,"7,945"
34870,"Sniper: Ghost Warrior 2",1089080,https://steampricehistory.com/app/34870,9.99,0.0,"9,901"
206440,"To the Moon",1086773,https://steampricehistory.com/app/206440,9.99,0.0,"38,461"
249050,"Dungeon of the Endless",1080885,https://steampricehistory.com/app/249050,11.99,0.0,"7,910"
310560,"DiRT Rally",1073123,https://steampricehistory.com/app/310560,19.99,0.0,"18,834"
98200,"Frozen Synapse",1065406,https://steampricehistory.com/app/98200,24.99,0.0,"1,032"
225080,"Brothers - A Tale of Two Sons",1056557,https://steampricehistory.com/app/225080,14.99,0.0,"30,581"
261030,"The Walking Dead: Season 2",1054661,https://steampricehistory.com/app/261030,14.99,0.0,"19,141"
447820,"Day of Infamy",1052510,https://steampricehistory.com/app/447820,14.99,0.0,"16,641"
40100,"Supreme Commander 2",1048307,https://steampricehistory.com/app/40100,12.99,0.0,"5,540"
221640,"Super Hexagon",1045138,https://steampricehistory.com/app/221640,2.99,0.0,"16,023"
475150,"Titan Quest Anniversary Edition",1041965,https://steampricehistory.com/app/475150,19.99,0.0,"15,987"
274170,"Hotline Miami 2: Wrong Number",1037686,https://steampricehistory.com/app/274170,14.99,0.0,"28,649"
582160,"Assassin's Creed Origins",1030581,https://steampricehistory.com/app/582160,59.99,0.0,"56,868"
41000,"Serious Sam HD: The First Encounter",1025064,https://steampricehistory.com/app/41000,14.99,0.0,"4,502"
286570,"F1 2015",1022816,https://steampricehistory.com/app/286570,12.99,0.0,"1,154"
323580,"Jotun: Valhalla Edition",1022556,https://steampricehistory.com/app/323580,14.99,0.0,"1,710"
244450,"Men of War: Assault Squad 2",1019383,https://steampricehistory.com/app/244450,29.99,0.0,"20,672"
26800,Braid,1012406,https://steampricehistory.com/app/26800,14.99,0.0,"5,193"
250320,"The Wolf Among Us",1011210,https://steampricehistory.com/app/250320,14.99,0.0,"20,289"
21690,"Resident Evil 5/ Biohazard 5",1005089,https://steampricehistory.com/app/21690,19.99,0.0,"14,695"
258970,"Gauntlet Slayer Edition",999905,https://steampricehistory.com/app/258970,19.99,0.0,"5,062"
367520,"Hollow Knight",999648,https://steampricehistory.com/app/367520,14.99,0.0,"120,877"
249130,"LEGO Marvel Super Heroes",991243,https://steampricehistory.com/app/249130,19.99,0.0,"8,937"
220440,"DmC: Devil May Cry",987543,https://steampricehistory.com/app/220440,29.99,0.0,"11,885"
22000,"World of Goo",986510,https://steampricehistory.com/app/22000,14.99,0.0,"3,199"
302510,"Ryse: Son of Rome",984278,https://steampricehistory.com/app/302510,9.99,0.0,"20,017"
234630,"Project CARS",974136,https://steampricehistory.com/app/234630,19.99,0.0,"7,779"
394510,HELLDIVERS,972013,https://steampricehistory.com/app/394510,19.99,0.0,"14,539"
367500,"Dragon's Dogma: Dark Arisen",970603,https://steampricehistory.com/app/367500,29.99,0.0,"16,949"
349040,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 4",965482,https://steampricehistory.com/app/349040,9.89,-67%,"33,082"
383870,Firewatch,959053,https://steampricehistory.com/app/383870,19.99,0.0,"46,489"
239070,Hammerwatch,957659,https://steampricehistory.com/app/239070,9.99,0.0,"3,391"
594570,"Total War: WARHAMMER II",955731,https://steampricehistory.com/app/594570,59.99,0.0,"60,236"
323850,"Move or Die",952680,https://steampricehistory.com/app/323850,14.99,0.0,"12,558"
418460,"Rising Storm 2: Vietnam",952431,https://steampricehistory.com/app/418460,24.99,0.0,"29,342"
356190,"Middle-earth: Shadow of War",952284,https://steampricehistory.com/app/356190,49.99,0.0,"39,306"
240720,"Getting Over It with Bennett Foddy",948332,https://steampricehistory.com/app/240720,7.99,0.0,"29,045"
236090,"Dust: An Elysian Tail",943681,https://steampricehistory.com/app/236090,14.99,0.0,"12,199"
296470,"Mount Your Friends",942809,https://steampricehistory.com/app/296470,4.99,0.0,"4,830"
301640,"Zombie Army Trilogy",939676,https://steampricehistory.com/app/301640,44.99,0.0,"10,228"
34830,"Sniper: Ghost Warrior",934745,https://steampricehistory.com/app/34830,7.99,0.0,"3,371"
307690,"Sleeping Dogs: Definitive Edition",930591,https://steampricehistory.com/app/307690,19.99,0.0,"31,595"
257510,"The Talos Principle",927932,https://steampricehistory.com/app/257510,39.99,0.0,"20,418"
313160,"Farming Simulator 15",916206,https://steampricehistory.com/app/313160,12.99,0.0,"10,593"
374040,"Portal Knights",914016,https://steampricehistory.com/app/374040,19.99,0.0,"13,819"
239350,Spelunky,906689,https://steampricehistory.com/app/239350,14.99,0.0,"12,026"
13210,"Unreal Tournament 3 Black",902895,https://steampricehistory.com/app/13210,19.99,0.0,"2,061"
222730,Reus,897320,https://steampricehistory.com/app/222730,9.99,0.0,"4,220"
476600,"Call of Duty: WWII",891381,https://steampricehistory.com/app/476600,59.99,0.0,"17,093"
311340,"METAL GEAR SOLID V: GROUND ZEROES",890926,https://steampricehistory.com/app/311340,19.99,0.0,"9,096"
57900,"Duke Nukem Forever",886514,https://steampricehistory.com/app/57900,4.99,-75%,"4,286"
39800,"Nation Red",877968,https://steampricehistory.com/app/39800,1.99,0.0,"2,040"
365450,Hacknet,877129,https://steampricehistory.com/app/365450,9.99,0.0,"10,830"
292730,"Call of Duty: Infinite Warfare",869560,https://steampricehistory.com/app/292730,59.99,0.0,"9,764"
434650,"Lost Castle",864412,https://steampricehistory.com/app/434650,9.99,0.0,"14,338"
287450,"Rise of Nations: Extended Edition",859562,https://steampricehistory.com/app/287450,19.99,0.0,"7,736"
238370,"Magicka 2",857543,https://steampricehistory.com/app/238370,14.99,0.0,"6,264"
339800,HuniePop,855769,https://steampricehistory.com/app/339800,9.99,0.0,"19,563"
360430,"Mafia III",855604,https://steampricehistory.com/app/360430,14.99,-50%,"20,581"
1200,"Red Orchestra: Ostfront 41-45",849053,https://steampricehistory.com/app/1200,4.99,0.0,"1,145"
334230,"Town of Salem",847565,https://steampricehistory.com/app/334230,4.99,0.0,"25,660"
322500,SUPERHOT,842122,https://steampricehistory.com/app/322500,24.99,0.0,"16,900"
434570,"Blood and Bacon",842105,https://steampricehistory.com/app/434570,0.99,0.0,"19,120"
209670,"Cortex Command",841552,https://steampricehistory.com/app/209670,19.99,0.0,"1,688"
233840,"Worms Clan Wars",840770,https://steampricehistory.com/app/233840,24.99,0.0,"1,506"
341800,"Keep Talking and Nobody Explodes",836026,https://steampricehistory.com/app/341800,14.99,0.0,"7,361"
588650,"Dead Cells",834231,https://steampricehistory.com/app/588650,24.99,0.0,"59,194"
232890,"Stronghold Crusader 2",828019,https://steampricehistory.com/app/232890,39.99,0.0,"6,972"
379430,"Kingdom Come: Deliverance",827988,https://steampricehistory.com/app/379430,29.99,0.0,"51,561"
244210,"Assetto Corsa",826288,https://steampricehistory.com/app/244210,19.99,0.0,"31,864"
323470,"DRAGON BALL XENOVERSE",824682,https://steampricehistory.com/app/323470,39.99,0.0,"11,760"
